,Compound Name,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleA_1_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleA_2_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_1_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_2_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_3_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
140,141,11.9896,11.993683333333,12.008666666667,11.979483333333,12.014783333333,11.985216666667,11.98185,11.984583333333,2796.179,3197.634,3568.424,3378.739,3417.651,3553.613,3218.634,3112.356,C14H10N4O5,315.0722,12.17,1.16,0.155,1/1,3081.20075,6.3447048156319745,3479.60675,2.745440435050683,1.129302188440659,0.9735363693453959
141,142,6.028816666667,6.048583333333,6.077716666667,6.073366666667,6.114,6.13325,6.03225,6.02915,9079.194,9813.787,12381.496,11650.188,10691.466,10578.437,11049.258,11035.382,C24H25FN6O,433.2145,5.97,1.17,0.039,1/1,10244.40525,9.458315224999705,11325.39675,7.527991744355086,1.1055201813692406,0.9448890439053339
142,143,3.626633333333,3.643066666667,3.735533333333,3.75785,3.789483333333,3.820416666667,3.669066666667,3.6788,38305.14,33311.006,41905.907,39409.559,40685.83,42545.904,31373.654,32726.928,C10H15N5,206.1399,3.71,1.14,0.082,1/1,33929.182,8.924622821851315,41136.8,3.3694936332358565,1.212431233974341,1.063536170152931
143,144,0.594333333333,0.5881,0.58475,0.579716666667,0.582033333333,0.596783333333,0.592766666667,0.588833333333,3120.813,3802.085,5980.793,5830.161,7357.095,6892.506,3513.46,3621.992,C17H21NO3,288.1593,0.51,1.43,0.125,1/1,3514.5875,8.201300816738684,6515.13875,11.230282299634501,1.8537420821077863,1.2963231343411095
144,145,22.789233333333,22.756983333333,22.804466666667,22.775783333333,22.78925,22.775183333333,22.737983333333,22.762716666667,48535.066,52944.829,56084.297,57541.226,58452.924,54624.616,51966.574,53506.753,C24H30O6,415.2118,22.69,1.11,0.06,1/1,51738.305499999995,4.306865925790354,56675.76575,2.963733356432013,1.095431425561473,0.9868751581634891
145,146,27.4321,27.41385,27.425666666667,27.429816666667,27.420116666667,27.4417,27.41635,27.415583333333,24130.3,22397.593,27164.703,26479.092,28096.673,27295.009,23935.576,24956.432,C17H14Cl2F2N2O3,403.0424,27.23,1.07,0.145,1/1,23854.97525,4.4754819876561855,27258.869249999996,2.433558011919977,1.1426911562190782,1.06793566001783
146,147,27.825233333333,27.791833333333,27.813816666667,27.81545,27.8211,27.799183333333,27.794166666667,27.8199,18345.582,15395.063,21248.708,22713.444,23478.793,21451.232,16323.162,17652.841,C20H22N8O5,455.1755,27.86,1.15,0.148,1/1,16929.162,7.8146684375547535,22223.044250000003,4.763892341182772,1.3127078735497955,1.1414851074346049
147,148,3.8008,3.80205,3.7647,3.743183333333,3.73115,3.733083333333,3.784883333333,3.76595,7273.45,7573.425,9569.902,9577.099,9537.83,10191.155,7888.725,7881.315,C19H27N5O5,406.2084,3.76,1.17,0.092,1/1,7654.228749999999,3.831896140616616,9718.9965,3.243491689943017,1.2697551663843336,1.085260825969516
148,149,14.727083333333,14.686183333333,14.35485,14.282,14.145316666667,14.05725,14.568016666667,14.538416666667,33682.812,35226.615,39185.813,39134.962,41539.437,38156.97,33075.804,35682.544,C19H29NO5,352.212,14.24,1.15,0.055,1/1,34416.94375,3.595885841473324,39504.2955,3.6375844708243275,1.1478153256998598,0.9981002832172694
149,150,13.40785,13.381433333333,13.146433333333,13.0709,12.97505,12.92015,13.303283333333,13.27635,11698.492,11331.172,14099.679,14214.888,15311.08,14207.675,12576.564,12889.004,C25H25Cl2N7O,510.1568,13.1,1.27,0.001,1/1,12123.808,6.023052777514694,14458.3305,3.9488402668035723,1.192556868271091,0.9390211561189693
150,151,21.179333333333,21.196583333333,21.701716666667,21.829,21.947133333333,22.099716666667,21.354916666667,21.4528,61638.928,61270.03,70379.327,66283.778,80740.483,73969.227,59825.105,67848.4,C25H24N6O2,441.2036,21.73,1.14,0.199,1/1,62645.61575,5.675962875014565,72843.20375,8.415372947690557,1.1627821496829969,1.0199843418271903
151,152,8.224666666667,8.255433333333,8.233083333333,8.244216666667,8.264533333333,8.25195,8.227266666667,8.223666666667,4237.136,3778.688,4312.059,4941.526,5073.232,4719.566,3832.992,4105.536,C15H14N2O4S,319.0745,8.14,1.22,0.053,1/1,3988.588,5.487574288356274,4761.5957499999995,7.000543567183899,1.1938048627734925,0.9785285760438464
152,153,11.300483333333,11.319566666667,11.477033333333,11.532166666667,11.609983333333,11.6689,11.389566666667,11.4078,15547.761,14525.142,13046.546,13414.637,13968.327,13682.494,10567.347,12589.226,C43H65FN6O10,845.4821,11.33,0.83,0.085,1/1,13307.369,16.53548220080832,13528.001,2.9021321766483146,1.0165796860371121,1.224794802454352
153,154,28.112716666667,28.1073,28.11845,28.1636,28.1409,28.147833333333,28.11265,28.126033333333,43757.679,45036.538,51042.527,49812.087,53651.707,53894.946,39736.449,43539.238,C23H21F7N4O3,535.1577,28.13,1.19,0.062,1/1,43017.475999999995,5.31149126097761,52100.31675,3.8359354046275302,1.211143042190574,1.0177672623450202
154,155,12.68355,12.684466666667,12.513633333333,12.469616666667,12.432416666667,12.362683333333,12.628816666667,12.616216666667,62921.136,62240.511,68162.271,66581.197,71713.774,75463.831,58925.092,57755.106,C31H33N5O4,540.2607,12.74,1.16,0.235,1/1,60460.46125,4.15141888305699,70480.26825,5.6119317319991975,1.1657249513623251,1.0049353028985561
155,156,23.7085,23.83675,24.3337,24.4155,24.6333,24.636883333333,23.966583333333,24.143966666667,1153.328,1051.548,1194.996,1108.288,1348.81,1363.972,1194.532,1206.938,C23H22F7N4O6P,615.1235,24.13,1.26,0.003,1/1,1151.5865000000001,6.123649411464224,1254.0165,9.852603556552076,1.0889468572269645,0.8642435374817179
156,157,4.665733333333,4.668666666667,4.7218,4.714783333333,4.72825,4.742516666667,4.653666666667,4.664733333333,12662.219,12646.295,13688.163,14284.33,16891.915,15228.957,12655.617,14114.101,C24H29N7O2,448.2452,4.77,1.13,0.261,1/1,13019.558,5.604833691368129,15023.341250000001,9.305101055494973,1.1539056279790758,1.0211554229903326
157,158,9.446266666667,9.392183333333,9.186516666667,9.184333333333,9.11565,9.0629,9.335033333333,9.358266666667,6806.649,5682.314,8296.9,8703.925,9273.097,10008.908,5406.681,7400.069,C24H25FO5S,445.1463,9.37,1.29,0.009,1/1,6323.92825,14.845408933554,9070.7075,8.187101414317674,1.434346997849003,1.1118968975573666
158,159,5.685016666667,5.705433333333,5.526583333333,5.493733333333,5.462883333333,5.4358,5.644433333333,5.581016666667,84689.015,81656.722,89353.597,89362.203,86427.895,84796.409,83199.979,78802.847,C18H28N2O,289.2276,5.46,1.05,0.338,1/1,82087.14075,3.0641667630251908,87485.026,2.5865626541271647,1.0657579884094086,1.0150076080089605
159,160,24.7206,24.718033333333,24.750166666667,24.730983333333,24.763283333333,24.766383333333,24.7182,24.721766666667,24022.24,23882.55,30099.371,30549.619,30429.449,32198.331,25392.124,24452.717,C19H18N2O4S,371.1062,24.82,1.33,0.007,1/1,24437.407750000002,2.787378073649656,30819.192499999997,3.0465567277641057,1.2611481878637474,0.9482317201983063
160,161,29.630283333333,29.60905,29.6002,29.6145,29.624316666667,29.632233333333,29.595883333333,29.59995,64351.108,62905.402,78502.427,78828.21,76340.79,81187.877,68123.641,64543.149,C21H15ClF4N4O3,483.0844,29.56,1.27,0.081,1/1,64980.825000000004,3.414956847373518,78714.82599999999,2.5206220709481086,1.2113546727053708,0.9538225769333628
161,162,25.96385,26.03645,26.25575,26.31155,26.432516666667,26.482266666667,26.093433333333,26.139166666667,794.387,528.315,517.624,349.439,439.336,537.312,598.87,811.724,C56H71N9O23S,1270.4467,26.27,0.81,0.362,1/1,683.3240000000001,20.692954896492317,460.92775000000006,18.555554977028454,0.6745376278310143,0.8327625034950794
162,163,24.806766666667,24.79085,24.692683333333,24.702316666667,24.7488,24.680383333333,24.761866666667,24.7361,56637.368,48881.439,53446.071,52389.714,44674.992,60266.814,47684.406,54838.425,C40H57N5O7,720.4335,24.79,0.94,0.701,1/1,52010.409499999994,8.447540915646336,52694.397750000004,12.117311371587897,1.0131509875922051,1.0778201995661758
163,164,31.293516666667,31.287266666667,31.276083333333,31.2769,31.297866666667,31.294616666667,31.281283333333,31.280333333333,2437.856,2058.958,2418.294,2342.798,1940.154,2229.868,2433.522,2101.366,C30H46NO7P,564.3079,31.3,1.1,0.28,1/1,2257.9255000000003,9.123420924359873,2232.7785,9.400267884340243,0.9888627857739326,0.8989661688853932
164,165,26.951466666667,26.94855,26.9357,26.918683333333,26.96815,26.96225,26.952216666667,26.924283333333,4713.122,5058.026,5923.813,6102.391,6192.458,6649.238,5539.756,5280.93,C24H26FNO4,412.1917,26.79,1.11,0.01,1/1,5147.958500000001,6.806737426857891,6216.975,4.970981486195477,1.2076583367950615,1.0879804835991544
165,166,22.832566666667,22.78565,22.361,22.245983333333,22.1623,22.085216666667,22.679666666667,22.588733333333,23334.961,19103.11,14709.088,18095.45,15689.209,13220.457,20535.025,19070.104,C46H62N4O11,847.4493,22.6,0.86,0.045,1/1,20510.8,9.764629984532116,15428.551000000001,13.269178453950406,0.7522159545215205,0.8746697145599075
166,167,4.57725,4.580333333333,4.502316666667,4.4668,4.454433333333,4.425866666667,4.551,4.5184,3839.82,3949.276,4455.823,4595.978,4207.122,3789.053,4708.069,4728.785,C18H19N3O,294.1646,4.44,1.04,0.833,1/1,4306.4875,11.09572283847806,4261.994,8.304326533465204,0.989668262127778,0.9516040981997865
167,168,31.553833333333,31.57725,31.5634,31.579366666667,31.57185,31.569266666667,31.56875,31.568483333333,128743.882,152366.734,124845.719,114896.316,135170.191,146896.823,148259.677,129099.935,C18H20N2O2S,329.1328,31.43,0.99,0.879,1/1,139617.55699999997,8.927541340292166,130452.26225,10.530174562614263,0.9343542821767038,0.9437922042188928
168,169,4.47625,4.464516666667,4.401666666667,4.365633333333,4.339283333333,4.325033333333,4.435016666667,4.41725,70270.721,72443.626,63296.132,64630.304,66096.28,64690.817,70590.433,68978.718,C16H25NO4,296.1858,4.23,0.92,0.028,1/1,70570.8745,2.02599065478778,64678.38325,1.7681452026129203,0.9165025048683504,0.9961983748569025
169,170,3.916116666667,3.90305,3.8517,3.830516666667,3.818316666667,3.8059,3.900383333333,3.881783333333,37361.983,36040.397,37874.365,37991.77,39908.132,39482.359,33845.707,32927.259,C12H16N2S,221.1109,3.9,1.05,0.423,1/1,35043.8365,5.773889564043406,38814.1565,2.66203916952488,1.1075886768276642,1.0548463588834895
170,171,3.206666666667,3.22325,3.198233333333,3.19255,3.194683333333,3.181116666667,3.206266666667,3.200833333333,4329.953,4242.272,4820.349,5180.416,4785.524,4909.596,4690.229,4208.544,C17H25N3O2,304.2008,3.27,1.07,0.505,1/1,4367.7495,5.0596343698320645,4923.9712500000005,3.630599095174505,1.1273474474669394,1.053595745296205
171,172,4.447916666667,4.464516666667,4.56115,4.569466666667,4.5991,4.628016666667,4.492683333333,4.489416666667,9196.579,9343.474,14516.185,14844.624,13912.745,13151.079,11159.391,11790.697,C25H32F3N3O4,496.2416,4.34,1.27,0.141,1/1,10372.53525,12.535773439973077,14106.15825,5.278150791284599,1.3599527897482921,1.070828968305742
172,173,27.68025,27.6765,27.685816666667,27.686633333333,27.690433333333,27.684033333333,27.665683333333,27.649066666667,7355.647,7754.167,10041.329,9121.856,6892.446,7413.483,6540.785,6425.808,C22H22N2O4,379.1639,27.68,1.16,0.288,1/1,7019.101750000001,9.138610432821286,8367.2785,17.53315546134645,1.1920725468896358,1.0276487473186517
173,174,4.490583333333,4.507666666667,4.416,4.394466666667,4.382783333333,4.353716666667,4.44935,4.431583333333,2287.087,2202.941,2864.47,2970.644,3154.946,3361.913,2254.687,2666.515,C18H20FN5O4,390.1576,4.32,1.13,0.109,1/1,2352.8075,9.010083534628409,3087.99325,7.076322244862821,1.3124716960482319,1.1614793770338336
174,175,3.279333333333,3.281416666667,3.2724,3.265383333333,3.26735,3.269116666667,3.264766666667,3.273666666667,2039.87,2254.244,2584.682,2336.737,3126.475,3089.491,2272.045,2087.937,C15H18N8O5,391.1471,3.33,1.14,0.208,1/1,2163.524,5.404131237323464,2784.34625,13.915801091116634,1.2869495554475014,1.1289031188135978
175,176,24.792766666667,24.80535,24.793,24.817816666667,24.821116666667,24.824716666667,24.819516666667,24.79325,6653.299,6498.196,6947.395,7004.314,7427.95,7674.443,6183.22,5911.758,C15H9FN2O3,285.0669,24.67,1.13,0.172,1/1,6311.6182499999995,5.238296769010658,7263.5255,4.789120992217294,1.150818254890495,1.0184232344163675
176,177,7.9807,7.99845,8.015766666667,8.027066666667,8.076366666667,8.066133333333,7.981616666667,8.022016666667,6802.233,7669.72,9036.592,10581.729,10723.57,9484.288,7293.208,8086.603,C17H15FN6O3,371.1259,8.1,1.32,0.002,1/1,7462.941,7.327219299739875,9956.544750000001,8.299484159375362,1.3341315106202771,1.0107056898638462
177,178,24.8926,24.863183333333,24.634683333333,24.588,24.5473,24.4774,24.761866666667,24.7646,40716.05,40201.136,41549.433,45258.398,43135.059,45189.937,38196.124,39945.232,C19H33NO2,308.2586,24.65,1.14,0.027,1/1,39764.635500000004,2.750444051719093,43783.206750000005,4.0782371306117815,1.1010589233239672,0.9658411608104975
178,179,13.10335,13.104783333333,12.9296,12.884083333333,12.8459,12.791666666667,13.029966666667,12.988183333333,67227.449,69272.391,84041.311,92586.113,89564.207,93716.024,71215.874,72527.456,C20H25NO2S2,376.1451,13.13,1.37,0.015,1/1,70060.7925,3.303284457060939,89976.91375,4.809943895521377,1.2842691402612953,0.9374227301177338
179,180,28.828333333333,28.821266666667,28.816916666667,28.816383333333,28.839866666667,28.81595,28.8401,28.810666666667,33902.15,33794.628,36674.672,36173.892,40115.91,38758.528,34626.191,34710.973,C23H23ClN6O2,451.1646,28.69,1.08,0.14,1/1,34258.485499999995,1.3918498456215105,37930.7505,4.843207426394041,1.1071928588320112,1.0251785729926028
180,181,3.771633333333,3.78755,3.8372,3.830516666667,3.847483333333,3.878066666667,3.799216666667,3.795116666667,2225.94,2117.52,2794.744,2522.835,2961.352,3210.252,1960.108,2372.911,C9H14N4O3,227.1115,3.76,1.23,0.013,1/1,2169.11975,8.034035888309905,2872.29575,10.056005153080909,1.3241757399516556,1.0765656422371184
181,182,27.21045,27.1927,27.19535,27.195816666667,27.2133,27.205883333333,27.197866666667,27.199766666667,4006.364,3897.654,4080.807,4352.831,4423.58,4513.312,2998.065,3199.274,C26H23FIN5O4,616.0846,27.05,1.21,0.094,1/1,3525.33925,14.224007002961162,4342.6325,4.29450330396029,1.231833929174334,1.0180445695655653
182,183,15.86885,15.826266666667,15.52295,15.43425,15.3289,15.267333333333,15.711283333333,15.665516666667,15942.557,16592.331,19683.823,21386.038,23788.319,22298.409,16760.15,17043.6,C22H24FN5O4,442.1883,15.75,1.34,0.003,1/1,16584.6595,2.814802240943328,21789.14725,7.883034138817115,1.3138133616792071,0.9804577325964232
183,184,10.955,10.929933333333,10.958066666667,10.92805,10.97335,10.96195,10.956766666667,10.92215,71626.849,71773.531,85038.681,86798.603,92620.001,84565.268,77984.95,77547.725,C24H23N5O,398.1978,11.1,1.2,0.007,1/1,74733.26375000001,4.693156155995302,87255.63824999999,4.243936086396542,1.1675609209560311,0.972967434130026
184,185,7.9807,7.970116666667,7.786933333333,7.755416666667,7.717733333333,7.708816666667,7.89595,7.864516666667,28237.948,26921.708,25669.135,27380.634,26724.937,26693.0,26370.438,26701.259,C18H22N2,267.1856,7.74,0.97,0.733,1/1,27057.83825,3.0257776727158125,26616.9265,2.6557300232230645,0.9837048419786455,1.0141287030707686
185,186,11.3733,11.406716666667,11.376033333333,11.37385,11.392316666667,11.39375,11.346566666667,11.365133333333,10481.941,10487.05,12048.692,12838.261,12524.02,11480.816,9516.286,10961.427,C25H25N5O4,460.1975,11.45,1.25,0.028,1/1,10361.676,5.856060549946304,12222.94725,4.8410163888189235,1.1796303271787305,0.9437042617429844
186,187,18.43835,18.351266666667,17.990283333333,17.8901,17.80175,17.773,18.24995,18.1752,885474.732,917589.588,989790.723,1039822.232,996837.434,1083702.337,823005.762,952651.427,C28H36N4O2S,493.2632,18.22,1.08,0.082,1/1,894680.37725,6.158434254768365,1027538.1815,4.2319151820259515,1.1484975055095856,1.0634236162125792
187,188,25.4554,25.457316666667,25.442133333333,25.4651,25.44275,25.464833333333,25.44415,25.444883333333,10883.408,10233.622,11114.258,11886.149,13897.825,13560.104,11049.021,11131.317,C21H21FN2O4S,417.1279,25.48,1.16,0.111,1/1,10824.342,3.760823855451936,12614.584,10.558848812106975,1.1653903766159643,1.0046468763930727
188,189,4.161933333333,4.176533333333,4.11335,4.077816666667,4.064633333333,4.0509,4.1322,4.113766666667,25809.422,22846.675,28827.786,29298.47,27626.321,28182.086,25971.007,27402.507,C20H22N4O5,399.166,4.12,1.07,0.254,1/1,25507.402749999997,7.499213073861356,28483.66575,2.570567773715896,1.1166823227425615,1.0436283390117396
189,190,0.594333333333,0.5881,0.58475,0.579716666667,0.582033333333,0.596783333333,0.592766666667,0.588833333333,889.559,916.916,2729.297,2911.498,3260.116,3531.193,1067.193,1104.726,C10H17NOS,200.1096,0.49,3.25,0.002,4/1,994.5985,10.776713899782674,3108.026,11.515098335044094,3.1249051753044066,0.9615092847090482
190,191,6.245966666667,6.236716666667,6.279533333333,6.246683333333,6.256816666667,6.219083333333,6.2379,6.2198,581.869,627.509,628.94,525.386,517.9,367.056,660.724,707.541,C12H11NO,186.0911,6.06,0.85,0.315,1/1,644.4107500000001,8.235145744816887,509.82050000000004,21.14960947796612,0.791142140319664,0.9307554591996048
191,192,28.141383333333,28.1358,28.11845,28.149433333333,28.15525,28.133333333333,28.11265,28.1402,5612.482,5477.767,5366.363,5623.63,5734.485,6012.032,5180.583,4865.502,C14H9ClF3NO2,316.0342,28.3,1.04,0.568,1/1,5284.0835,6.28880926364829,5684.1275,4.706336224581943,1.0757073577660157,1.0343339978519381
192,193,32.4231,32.090883333333,32.414016666667,32.094833333333,32.378966666667,32.083583333333,32.3932,32.07095,233.767,313.068,300.128,158.194,136.697,165.298,104.142,221.042,C43H68ClNO11,810.4553,32.43,1.02,0.684,1/1,218.00475000000003,39.51212122810735,190.07925,39.123994516776776,0.871904167225714,0.8548080070840333
193,194,12.5684,12.59915,12.901283333333,12.94125,13.01905,13.078633333333,12.70065,12.774716666667,9292.119,9348.678,9030.605,9986.668,11143.837,9876.565,11467.889,10695.443,C21H19N3O5,394.1395,12.88,1.01,0.893,1/1,10201.03225,10.439082933940611,10009.41875,8.677349148921094,0.9812162636776294,0.9715012511659696
194,195,28.169883333333,28.2228,28.4956,28.555733333333,28.6497,28.743283333333,28.2998,28.3447,36836.265,36304.912,34908.854,36407.523,35154.543,36755.284,34944.707,37875.626,C26H26F3N3O3,486.2001,28.37,0.93,0.328,1/1,36490.377499999995,3.342166281257105,35806.55100000001,2.5454904002417327,0.9812600869914271,1.0551183731090614
195,196,27.8824,27.877166666667,27.856633333333,27.858283333333,27.86425,27.828016666667,27.822166666667,27.848566666667,7508.149,7317.645,7892.922,8379.04,8002.673,8169.698,7610.365,7137.807,C21H30Cl2N2O5,461.1596,27.79,0.94,0.413,1/1,7393.4915,2.8296642787680395,8111.08325,2.6112991053590644,1.0970572225585165,1.1670821516579963
196,197,3.916116666667,3.91755,3.924533333333,3.918166666667,3.919983333333,3.907066666667,3.91505,3.911116666667,10667.762,11519.582,12374.082,12736.722,13244.81,13013.884,12124.933,12220.059,C15H21N3O2S,308.1427,4.0,0.96,0.278,1/1,11633.084,6.141270832946925,12842.3745,2.9198655517630203,1.1039527007627554,1.1499507299612035
197,198,9.160116666667,9.2067,9.513166666667,9.582966666667,9.7311,9.777683333333,9.292533333333,9.3441,6333.142,6730.164,7357.816,5750.466,6789.477,5260.582,6818.123,7492.326,C22H18FN7O,416.1626,9.61,0.87,0.396,1/1,6843.43875,7.03291485666823,6289.58525,15.196120874392479,0.9190679539580887,1.0563999470782628
198,199,3.162666666667,3.178916666667,3.1834,3.19255,3.194683333333,3.19595,3.176933333333,3.1715,3558.488,3324.348,5479.466,6056.345,5694.023,6470.666,4219.653,3983.463,C20H30N4O2,359.2441,3.33,1.79,0.011,2/1,3771.488,10.727697068163636,5925.125000000001,7.336304818097765,1.5710311155703005,0.8776710142850841
199,200,32.480766666667,32.3992,32.399516666667,32.47515,32.393633333333,32.476883333333,32.378366666667,32.3951,2256.999,1922.63,1654.385,1781.543,1847.312,2095.222,1654.599,1723.96,C23H26O3,351.1951,32.51,1.04,0.174,1/1,1889.547,14.290284922096703,1844.6154999999999,10.04391308365694,0.9762210201704429,0.9386740578561951
200,201,3.55415,3.5559,3.53205,3.5252,3.527,3.5146,3.553066666667,3.533966666667,6085.084,5734.619,5758.296,5848.642,5836.115,5577.461,6042.629,5659.586,C18H23NO3,302.1751,3.6,1.21,0.035,1/1,5880.4794999999995,3.6502233397501263,5755.1285,2.172076873129797,0.9786835410275643,0.8088293727500532
201,202,3.8153,3.81655,3.7792,3.75785,3.253183333333,3.74775,3.813883333333,3.780616666667,3039.605,2665.098,96.404,129.95,223.802,116.479,2721.586,2618.953,C19H30O5,339.2171,3.62,0.04,0.0,1/16,2761.3104999999996,6.888676284063711,141.65875,39.86348300062073,0.051301275245938485,1.282531881148462
202,203,27.4321,27.457016666667,27.454666666667,27.4583,27.463616666667,27.4417,27.41635,27.429916666667,6674.332,7305.185,7960.863,7906.052,7718.771,7093.172,7329.289,7202.194,C10H19O6PS2,331.0429,27.31,1.17,0.004,1/1,7127.75,4.310793907798239,7669.7145,5.190435114224856,1.0760358458138963,0.9196887571058944
203,204,13.9543,13.9284,13.95555,13.93885,13.96015,13.958416666667,13.922066666667,13.9243,184160.011,168448.612,169329.993,176617.603,174737.994,180346.784,175207.92,180092.694,C12H17NO,192.1383,14.11,1.0,0.895,1/1,176977.30925000002,3.8207216949364735,175258.09350000002,2.6179919645293763,0.9902856713254047,0.9902856713254047
204,205,29.101983333333,29.081416666667,29.0879,29.0892,29.09785,29.0901,29.084083333333,29.084816666667,31378.679,31191.946,35119.707,37689.919,40597.896,42689.348,33961.778,33482.919,C21H45N3,340.3688,29.13,1.26,0.002,1/1,32503.830499999996,4.376664375701425,39024.2175,8.490540225593056,1.2006036488530176,0.9528600387722362
205,206,3.6703,3.672066666667,3.67705,3.670183333333,3.672833333333,3.674916666667,3.669066666667,3.664466666667,31458.127,26949.023,35973.649,37304.905,37920.477,44032.777,27254.271,31475.757,C22H42N4O8S2,555.2517,3.48,1.2,0.134,1/1,29284.2945,8.616883303785915,38807.952000000005,9.21646810714626,1.325213827500608,1.1043448562505067
206,207,29.919266666667,29.8987,29.943333333333,29.94565,29.969283333333,29.962216666667,29.9147,29.918933333333,192548.734,191350.993,221849.396,226456.749,216409.285,220357.185,213131.221,206207.705,C12H21N2O3PS,305.1085,29.77,1.09,0.162,1/1,200809.66324999998,5.291057850696787,221268.15375,1.876102790318504,1.101880009999967,1.010899091743089
207,208,0.526666666667,0.553766666667,0.6044,0.60105,0.602683333333,0.596783333333,0.526433333333,0.523166666667,944.251,1035.682,2005.485,1882.655,2098.989,2241.505,815.86,866.83,C6H8N2,109.0756,0.62,2.85,0.0,4/1,915.65575,10.468945983547513,2057.1585,7.364436148138728,2.246650556172448,0.7882984407622624
208,209,18.326183333333,18.28095,18.303433333333,18.369566666667,18.353383333333,18.3253,18.362283333333,18.35735,188256.136,169255.467,216651.463,217212.151,221258.885,209456.338,168777.864,172063.604,C13H17NO,204.1382,18.14,1.13,0.084,1/1,174588.26775,5.284711073917674,216144.70925,2.2710142627519456,1.2380253956096658,1.0955976952297928
209,210,32.276783333333,32.267366666667,32.26785,32.2565,32.262133333333,32.2594,32.246533333333,32.248266666667,7264.502,7458.659,7775.63,7165.532,6549.345,7122.92,6433.166,7033.694,C18H26O3,291.1956,32.12,1.14,0.082,1/1,7047.50525,6.312502389942738,7153.356750000001,7.004290062262193,1.0150197121172773,0.8903681685239275
210,211,32.21895,32.2092,32.2102,32.213166666667,32.21915,32.216566666667,32.203383333333,32.219283333333,28994.311,28173.69,25762.966,31558.05,29697.767,30009.369,28453.79,29706.655,C24H27NO2,362.2113,32.24,1.07,0.385,1/1,28832.1115,2.3419154596903935,29257.038,8.433353407699984,1.0147379597918107,0.9483532334502903
211,212,8.830633333333,8.832883333333,8.837366666667,8.849016666667,8.854833333333,8.87325,8.789566666667,8.8413,6030.9,6162.705,6908.851,7258.383,7031.588,7259.962,6462.65,6503.084,C4H7Cl2O4P,220.9531,8.93,1.05,0.607,1/1,6289.834749999999,3.654959915913377,7114.696,2.4483233795946515,1.1311419588567093,1.0772780560540087
212,213,31.337166666667,31.345433333333,31.34775,31.334716666667,31.341533333333,31.338283333333,31.339266666667,31.338166666667,14777.942,13839.228,14788.186,15690.288,15467.212,14357.169,15324.99,13765.028,C16H22O4,279.1593,31.4,1.06,0.432,1/1,14426.796999999999,5.238140731436198,15075.71375,4.070908347947682,1.0449799598621927,0.9858301508133893
213,214,4.433583333333,4.435833333333,4.344166666667,4.336966666667,4.296283333333,4.28205,4.406183333333,4.374083333333,77619.831,77242.32,65048.755,65680.829,68616.736,70455.679,76980.003,76111.783,C17H26N2O,275.212,4.25,0.83,0.009,1/1,76988.48425000001,0.8322763250254717,67450.49975,3.759544180266132,0.8761115432662905,1.0555560762244465
214,215,6.949416666667,6.910016666667,6.721016666667,6.671483333333,6.682133333333,6.656716666667,6.842183333333,6.7951,35180.788,35193.833,32341.901,31701.768,30753.278,31344.085,36913.836,36092.294,C24H33N3O4,428.2543,6.85,0.89,0.057,1/1,35845.18775,2.3166671120581883,31535.258,2.108562693683082,0.8797626677237869,0.988497379464929
215,216,3.5973,3.5994,3.56105,3.554366666667,3.5415,3.543583333333,3.5819,3.577133333333,18321.336,16653.819,18855.251,18814.637,18339.33,19941.797,18200.762,16670.778,C11H16ClNO,214.0993,3.46,0.96,0.669,1/1,17461.67375,5.293745385799517,18987.75375,3.5695911888967804,1.0873959748560758,1.132704140475079
216,217,4.261433333333,4.277183333333,4.300666666667,4.293816666667,4.296283333333,4.3107,4.276016666667,4.272583333333,12916.225,13993.489,15852.491,16717.197,17768.512,18778.167,14112.466,13621.955,C21H19ClN4O4,427.1165,4.22,1.38,0.006,1/1,13661.03375,3.9433138726029817,17279.09175,7.349144221945539,1.264845111007796,0.916554428266519
